[
  <<|java+class:///com/jaspersoft/ireport/designer/outline/nodes/properties/charts/PlotSeriesColorsProperty|,|java+class:///com/jaspersoft/ireport/designer/sheet/SeriesColorsProperty|>,220,<|java+method:///com/jaspersoft/ireport/designer/sheet/SeriesColorsProperty/sortedSetAsList(java.util.SortedSet)|,|java+method:///com/jaspersoft/ireport/designer/outline/nodes/properties/charts/PlotSeriesColorsProperty/getValue()|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/outline/nodes/properties/charts/PlotSeriesColorsProperty|,|java+class:///com/jaspersoft/ireport/designer/sheet/SeriesColorsProperty|>,220,<|java+method:///com/jaspersoft/ireport/designer/sheet/SeriesColorsProperty/isListChanged(java.util.List,java.util.SortedSet)|,|java+method:///com/jaspersoft/ireport/designer/outline/nodes/properties/charts/PlotSeriesColorsProperty/setPropertyValue(java.lang.Object)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/outline/nodes/properties/charts/PlotSeriesColorsProperty|,|java+class:///com/jaspersoft/ireport/designer/sheet/SeriesColorsProperty|>,220,<|java+method:///com/jaspersoft/ireport/designer/sheet/SeriesColorsProperty/listAsSortedSet(java.util.List)|,|java+method:///com/jaspersoft/ireport/designer/outline/nodes/properties/charts/PlotSeriesColorsProperty/setPropertyValue(java.lang.Object)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/editor/FullExpressionContext|,|java+class:///com/jaspersoft/ireport/designer/editor/ExpressionContext|>,220,<|java+method:///com/jaspersoft/ireport/designer/editor/ExpressionContext/getDatasets()|,|java+method:///com/jaspersoft/ireport/designer/editor/FullExpressionContext/getDatasets()|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/widgets/JRDesignChartWidget|,|java+class:///com/jaspersoft/ireport/designer/widgets/JRDesignElementWidget|>,220,<|java+method:///com/jaspersoft/ireport/designer/widgets/JRDesignElementWidget/propertyChange(java.beans.PropertyChangeEvent)|,|java+method:///com/jaspersoft/ireport/designer/widgets/JRDesignChartWidget/propertyChange(java.beans.PropertyChangeEvent)|>>,
  <<|java+class:///com/jaspersoft/ireport/components/table/TableElementNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode/getElement()|,|java+method:///com/jaspersoft/ireport/components/table/TableElementNode/getTable()|>>,
  <<|java+class:///com/jaspersoft/ireport/components/table/TableElementNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode/getDropType(java.awt.datatransfer.Transferable,int,int)|,|java+method:///com/jaspersoft/ireport/components/table/TableElementNode/getDropType(java.awt.datatransfer.Transferable,int,int)|>>,
  <<|java+class:///com/jaspersoft/ireport/components/table/TableElementNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode/getJasperDesign()|,|java+method:///com/jaspersoft/ireport/components/table/TableElementNode/deleteCell(net.sf.jasperreports.components.table.BaseColumn,net.sf.jasperreports.components.table.DesignCell,byte,java.lang.String)|>>,
  <<|java+class:///com/jaspersoft/ireport/components/table/TableElementNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode/getActions(boolean)|,|java+method:///com/jaspersoft/ireport/components/table/TableElementNode/getActions(boolean)|>>,
  <<|java+class:///com/jaspersoft/ireport/components/table/TableElementNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode/propertyChange(java.beans.PropertyChangeEvent)|,|java+method:///com/jaspersoft/ireport/components/table/TableElementNode/propertyChange(java.beans.PropertyChangeEvent)|>>,
  <<|java+class:///com/jaspersoft/ireport/components/table/TableElementNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode/getJasperDesign()|,|java+method:///com/jaspersoft/ireport/components/table/TableElementNode/updateDatasetRunListeners()|>>,
  <<|java+class:///com/jaspersoft/ireport/components/table/TableElementNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/ElementNode/createSheet()|,|java+method:///com/jaspersoft/ireport/components/table/TableElementNode/createSheet()|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/styles/DragTemplateReferenceAction|,|java+class:///com/jaspersoft/ireport/designer/palette/PaletteItemAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/palette/PaletteItemAction/getPaletteItem()|,|java+method:///com/jaspersoft/ireport/designer/styles/DragTemplateReferenceAction/drop(java.awt.dnd.DropTargetDropEvent)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/styles/DragTemplateReferenceAction|,|java+class:///com/jaspersoft/ireport/designer/palette/PaletteItemAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/palette/PaletteItemAction/getJasperDesign()|,|java+method:///com/jaspersoft/ireport/designer/styles/DragTemplateReferenceAction/drop(java.awt.dnd.DropTargetDropEvent)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/palette/actions/CreateReportElementAction|,|java+class:///com/jaspersoft/ireport/designer/palette/actions/CreateReportElementsAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/palette/actions/CreateReportElementsAction/dropElementsAt(org.netbeans.api.visual.widget.Scene,net.sf.jasperreports.engine.design.JasperDesign,net.sf.jasperreports.engine.design.JRDesignElement%5B%5D,java.awt.Point)|,|java+method:///com/jaspersoft/ireport/designer/palette/actions/CreateReportElementAction/dropElementAt(org.netbeans.api.visual.widget.Scene,net.sf.jasperreports.engine.design.JasperDesign,net.sf.jasperreports.engine.design.JRDesignElement,java.awt.Point)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/styles/DragStyleAction|,|java+class:///com/jaspersoft/ireport/designer/palette/PaletteItemAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/palette/PaletteItemAction/getScene()|,|java+method:///com/jaspersoft/ireport/designer/styles/DragStyleAction/drop(java.awt.dnd.DropTargetDropEvent)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/styles/DragStyleAction|,|java+class:///com/jaspersoft/ireport/designer/palette/PaletteItemAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/palette/PaletteItemAction/getPaletteItem()|,|java+method:///com/jaspersoft/ireport/designer/styles/DragStyleAction/drop(java.awt.dnd.DropTargetDropEvent)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/styles/DragStyleAction|,|java+class:///com/jaspersoft/ireport/designer/palette/PaletteItemAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/palette/PaletteItemAction/getJasperDesign()|,|java+method:///com/jaspersoft/ireport/designer/styles/DragStyleAction/drop(java.awt.dnd.DropTargetDropEvent)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/formatting/actions/AlignLeftAction|,|java+class:///com/jaspersoft/ireport/designer/formatting/actions/AbstractFormattingToolAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/formatting/actions/AbstractFormattingToolAction/getSelectedElements(org.openide.nodes.Node%5B%5D)|,|java+method:///com/jaspersoft/ireport/designer/formatting/actions/AlignLeftAction/performAction(org.openide.nodes.Node%5B%5D)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/formatting/actions/AlignLeftAction|,|java+class:///com/jaspersoft/ireport/designer/formatting/actions/AbstractFormattingToolAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/formatting/actions/AbstractFormattingToolAction/addTransformationUndo(net.sf.jasperreports.engine.design.JRDesignElement,java.awt.Rectangle,boolean)|,|java+method:///com/jaspersoft/ireport/designer/formatting/actions/AlignLeftAction/performAction(org.openide.nodes.Node%5B%5D)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/formatting/actions/AlignLeftAction|,|java+class:///com/jaspersoft/ireport/designer/formatting/actions/AbstractFormattingToolAction|>,220,<|java+method:///com/jaspersoft/ireport/designer/formatting/actions/AbstractFormattingToolAction/getElementBounds(net.sf.jasperreports.engine.design.JRDesignElement)|,|java+method:///com/jaspersoft/ireport/designer/formatting/actions/AlignLeftAction/performAction(org.openide.nodes.Node%5B%5D)|>>,
  <<|java+class:///com/jaspersoft/ireport/jasperserver/validation/ImageElementValidationItem|,|java+class:///com/jaspersoft/ireport/jasperserver/validation/ElementValidationItem|>,220,<|java+method:///com/jaspersoft/ireport/jasperserver/validation/ElementValidationItem/setReportElement(net.sf.jasperreports.engine.design.JRDesignElement)|,|java+constructor:///com/jaspersoft/ireport/jasperserver/validation/ImageElementValidationItem/ImageElementValidationItem(net.sf.jasperreports.engine.design.JRDesignImage)|>>,
  <<|java+class:///com/jaspersoft/ireport/designer/outline/nodes/CrosstabRowGroupNode|,|java+class:///com/jaspersoft/ireport/designer/outline/nodes/CrosstabGroupNode|>,220,<|java+method:///com/jaspersoft/ireport/designer/outline/nodes/CrosstabGroupNode/createSheet()|,|java+method:///com/jaspersoft/ireport/designer/outline/nodes/CrosstabRowGroupNode/createSheet()|>>,
