[
  <<|java+class:///megamek/common/weapons/LRMSwarmIHandler|,|java+class:///megamek/common/weapons/LRMSwarmHandler|>,|project://megamek-0.35.18/src/megamek/common/weapons/LRMSwarmIHandler.java|(1133,18,<35,8>,<35,26>)>,
  <<|java+class:///megamek/client/ui/AWT/Ruler|,|java+class:///java/awt/Dialog|>,|project://megamek-0.35.18/src/megamek/client/ui/AWT/Ruler.java|(2793,65,<91,8>,<91,73>)>,
  <<|java+class:///megamek/common/weapons/HeavyNGaussWeapon|,|java+class:///megamek/common/weapons/NavalGaussWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/HeavyNGaussWeapon.java|(1010,8,<35,8>,<35,16>)>,
  <<|java+class:///megamek/common/actions/SpotAction|,|java+class:///megamek/common/actions/AbstractEntityAction|>,|project://megamek-0.35.18/src/megamek/common/actions/SpotAction.java|(887,16,<26,8>,<26,24>)>,
  <<|java+class:///megamek/common/weapons/infantry/InfantryGrenadeMiniWeapon|,|java+class:///megamek/common/weapons/infantry/InfantryWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/infantry/InfantryGrenadeMiniWeapon.java|(1004,8,<34,8>,<34,16>)>,
  <<|java+class:///megamek/common/weapons/infantry/InfantryShotgunAutomaticWeapon|,|java+class:///megamek/common/weapons/infantry/InfantryWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/infantry/InfantryShotgunAutomaticWeapon.java|(1014,8,<34,8>,<34,16>)>,
  <<|java+class:///megamek/common/weapons/CLSmallPulseLaser|,|java+class:///megamek/common/weapons/PulseLaserWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/CLSmallPulseLaser.java|(1132,8,<39,8>,<39,16>)>,
  <<|java+class:///megamek/common/weapons/ISMagshotGaussRifle|,|java+class:///megamek/common/weapons/GaussWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/ISMagshotGaussRifle.java|(1009,8,<36,8>,<36,16>)>,
  <<|java+class:///megamek/common/weapons/ISStreakSRM4OS|,|java+class:///megamek/common/weapons/StreakSRMWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/ISStreakSRM4OS.java|(928,8,<32,8>,<32,16>)>,
  <<|java+class:///megamek/common/weapons/ISTAG|,|java+class:///megamek/common/weapons/TAGWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/ISTAG.java|(932,8,<33,8>,<33,16>)>,
  <<|java+class:///megamek/common/weapons/CLMekMortar1|,|java+class:///megamek/common/weapons/MekMortarWeapon|>,|project://megamek-0.35.18/src/megamek/common/weapons/CLMekMortar1.java|(918,8,<32,8>,<32,16>)>,
