[
  <<|java+interface:///org/apache/james/services/JamesConnectionManager|,|java+interface:///org/apache/avalon/cornerstone/services/connection/ConnectionManager|>,211,|project://james-2.2.0_src-java/src/org/apache/james/core/AbstractJamesService.java|(13255,73,<352,16>,<352,89>),|java+method:///org/apache/avalon/cornerstone/services/connection/ConnectionManager/connect(java.lang.String,java.net.ServerSocket,org.apache.avalon.cornerstone.services.connection.ConnectionHandlerFactory,org.apache.avalon.excalibur.thread.ThreadPool)|>,
  <<|java+interface:///org/apache/james/services/JamesConnectionManager|,|java+interface:///org/apache/avalon/cornerstone/services/connection/ConnectionManager|>,211,|project://james-2.2.0_src-java/src/org/apache/james/core/AbstractJamesService.java|(13379,61,<355,16>,<355,77>),|java+method:///org/apache/avalon/cornerstone/services/connection/ConnectionManager/connect(java.lang.String,java.net.ServerSocket,org.apache.avalon.cornerstone.services.connection.ConnectionHandlerFactory)|>,
  <<|java+interface:///org/apache/james/services/JamesConnectionManager|,|java+interface:///org/apache/avalon/cornerstone/services/connection/ConnectionManager|>,211,|project://james-2.2.0_src-java/src/org/apache/james/core/AbstractJamesService.java|(14316,50,<387,12>,<387,62>),|java+method:///org/apache/avalon/cornerstone/services/connection/ConnectionManager/disconnect(java.lang.String,boolean)|>,
  <<|java+class:///org/apache/james/userrepository/DefaultJamesUser|,|java+class:///org/apache/james/userrepository/DefaultUser|>,210,|project://james-2.2.0_src-java/src/org/apache/james/userrepository/JamesUsersJdbcRepository.java|(6504,23,<149,34>,<149,57>),|java+method:///org/apache/james/userrepository/DefaultUser/getUserName()|>,
  <<|java+class:///org/apache/james/userrepository/DefaultJamesUser|,|java+class:///org/apache/james/userrepository/DefaultUser|>,210,|project://james-2.2.0_src-java/src/org/apache/james/userrepository/JamesUsersJdbcRepository.java|(6568,29,<150,38>,<150,67>),|java+method:///org/apache/james/userrepository/DefaultUser/getHashedPassword()|>,
  <<|java+class:///org/apache/james/userrepository/DefaultJamesUser|,|java+class:///org/apache/james/userrepository/DefaultUser|>,210,|project://james-2.2.0_src-java/src/org/apache/james/userrepository/JamesUsersJdbcRepository.java|(6638,28,<151,38>,<151,66>),|java+method:///org/apache/james/userrepository/DefaultUser/getHashAlgorithm()|>,
  <<|java+class:///org/apache/james/fetchmail/FetchMail|,|java+class:///org/apache/avalon/framework/logger/AbstractLogEnabled|>,211,|project://james-2.2.0_src-java/src/org/apache/james/fetchmail/FetchScheduler.java|(3959,85,<100,16>,<101,62>),|java+method:///org/apache/avalon/framework/logger/AbstractLogEnabled/enableLogging(org.apache.avalon.framework.logger.Logger)|>,
  <<|java+class:///org/apache/james/util/watchdog/InaccurateTimeoutWatchdog|,|java+class:///org/apache/avalon/framework/logger/AbstractLogEnabled|>,211,|project://james-2.2.0_src-java/src/org/apache/james/util/watchdog/ThreadPerWatchdogFactory.java|(2963,35,<68,8>,<68,43>),|java+method:///org/apache/avalon/framework/logger/AbstractLogEnabled/enableLogging(org.apache.avalon.framework.logger.Logger)|>,
  <<|java+class:///org/apache/james/util/RFC822DateFormat|,|java+class:///org/apache/james/util/SynchronizedDateFormat|>,210,|project://james-2.2.0_src-java/src/org/apache/james/util/RFC822Date.java|(5515,31,<146,8>,<146,39>),|java+method:///org/apache/james/util/SynchronizedDateFormat/setTimeZone(java.util.TimeZone)|>,
  <<|java+class:///org/apache/james/util/RFC822DateFormat|,|java+class:///org/apache/james/util/SynchronizedDateFormat|>,210,|project://james-2.2.0_src-java/src/org/apache/james/util/RFC822Date.java|(6161,22,<169,15>,<169,37>),|java+method:///org/apache/james/util/SynchronizedDateFormat/format(java.util.Date)|>,
  <<|java+interface:///org/apache/james/services/MailStore|,|java+interface:///org/apache/avalon/cornerstone/services/store/Store|>,211,|project://james-2.2.0_src-java/src/org/apache/james/James.java|(7573,20,<225,52>,<225,72>),|java+method:///java/lang/Object/toString()|>,
