[
  <<|java+class:///org/gjt/sp/jedit/pluginmgr/InstallPanel/ChoosePluginSet|,|java+class:///org/gjt/sp/jedit/gui/RolloverButton|>,220,<|java+method:///org/gjt/sp/jedit/gui/RolloverButton/updateUI()|,|java+method:///org/gjt/sp/jedit/pluginmgr/InstallPanel/ChoosePluginSet/updateUI()|>>,
  <<|java+class:///org/gjt/sp/jedit/search/BoyerMooreSearchMatcher|,|java+class:///org/gjt/sp/jedit/search/SearchMatcher|>,220,<|java+field:///org/gjt/sp/jedit/search/SearchMatcher/returnValue|,|java+method:///org/gjt/sp/jedit/search/BoyerMooreSearchMatcher/nextMatch(java.lang.CharSequence,boolean,boolean,boolean,boolean)|>>,
  <<|java+class:///org/gjt/sp/jedit/bsh/BSHSwitchStatement|,|java+class:///org/gjt/sp/jedit/bsh/SimpleNode|>,220,<|java+method:///org/gjt/sp/jedit/bsh/SimpleNode/getText()|,|java+method:///org/gjt/sp/jedit/bsh/BSHSwitchStatement/primitiveEquals(java.lang.Object,java.lang.Object,org.gjt.sp.jedit.bsh.CallStack,org.gjt.sp.jedit.bsh.SimpleNode)|>>,
  <<|java+class:///org/gjt/sp/jedit/bsh/BSHSwitchStatement|,|java+class:///org/gjt/sp/jedit/bsh/SimpleNode|>,220,<|java+method:///org/gjt/sp/jedit/bsh/SimpleNode/eval(org.gjt.sp.jedit.bsh.CallStack,org.gjt.sp.jedit.bsh.Interpreter)|,|java+method:///org/gjt/sp/jedit/bsh/BSHSwitchStatement/eval(org.gjt.sp.jedit.bsh.CallStack,org.gjt.sp.jedit.bsh.Interpreter)|>>,
  <<|java+class:///org/gjt/sp/jedit/bsh/BSHSwitchStatement|,|java+class:///org/gjt/sp/jedit/bsh/SimpleNode|>,220,<|java+method:///org/gjt/sp/jedit/bsh/SimpleNode/jjtGetNumChildren()|,|java+method:///org/gjt/sp/jedit/bsh/BSHSwitchStatement/eval(org.gjt.sp.jedit.bsh.CallStack,org.gjt.sp.jedit.bsh.Interpreter)|>>,
  <<|java+class:///org/gjt/sp/jedit/bsh/BSHSwitchStatement|,|java+class:///org/gjt/sp/jedit/bsh/SimpleNode|>,220,<|java+method:///org/gjt/sp/jedit/bsh/SimpleNode/jjtGetChild(int)|,|java+method:///org/gjt/sp/jedit/bsh/BSHSwitchStatement/eval(org.gjt.sp.jedit.bsh.CallStack,org.gjt.sp.jedit.bsh.Interpreter)|>>,
  <<|java+class:///org/gjt/sp/jedit/gui/EnhancedButton|,|java+class:///org/gjt/sp/jedit/gui/RolloverButton|>,220,<|java+method:///org/gjt/sp/jedit/gui/RolloverButton/setEnabled(boolean)|,|java+constructor:///org/gjt/sp/jedit/gui/EnhancedButton/EnhancedButton(javax.swing.Icon,java.lang.String,java.lang.String,org.gjt.sp.jedit.ActionContext)|>>,
  <<|java+class:///org/gjt/sp/jedit/msg/ViewUpdate|,|java+class:///org/gjt/sp/jedit/EBMessage|>,220,<|java+method:///org/gjt/sp/jedit/EBMessage/paramString()|,|java+method:///org/gjt/sp/jedit/msg/ViewUpdate/paramString()|>>,
  <<|java+class:///org/gjt/sp/jedit/msg/ViewUpdate|,|java+class:///org/gjt/sp/jedit/EBMessage|>,220,<|java+method:///org/gjt/sp/jedit/EBMessage/getSource()|,|java+method:///org/gjt/sp/jedit/msg/ViewUpdate/getView()|>>,
  <<|java+class:///org/gjt/sp/jedit/EditPlugin/Broken|,|java+class:///org/gjt/sp/jedit/EditPlugin|>,220,<|java+field:///org/gjt/sp/jedit/EditPlugin/jar|,|java+constructor:///org/gjt/sp/jedit/EditPlugin/Broken/Broken(org.gjt.sp.jedit.PluginJAR,java.lang.String)|>>,
  <<|java+class:///org/gjt/sp/jedit/bsh/BSHArrayInitializer|,|java+class:///org/gjt/sp/jedit/bsh/SimpleNode|>,220,<|java+method:///org/gjt/sp/jedit/bsh/SimpleNode/eval(org.gjt.sp.jedit.bsh.CallStack,org.gjt.sp.jedit.bsh.Interpreter)|,|java+method:///org/gjt/sp/jedit/bsh/BSHArrayInitializer/eval(java.lang.Class,int,org.gjt.sp.jedit.bsh.CallStack,org.gjt.sp.jedit.bsh.Interpreter)|>>,
