RESULTS LOG: 
INTERNAL REUSE TOTAL: 86 
<|java+class:///org/rssowl/core/internal/interpreter/AtomInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|> 
<|java+class:///org/rssowl/core/internal/interpreter/BugzillaInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|> 
<|java+class:///org/rssowl/core/internal/interpreter/CDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|> 
<|java+class:///org/rssowl/core/internal/interpreter/OPMLInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|> 
<|java+class:///org/rssowl/core/internal/interpreter/RDFInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|> 
<|java+class:///org/rssowl/core/internal/interpreter/RSSInterpreter|,|java+class:///org/rssowl/core/internal/interpreter/BasicInterpreter|> 
<|java+class:///org/rssowl/core/internal/persist/Attachment|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/BookMark|,|java+class:///org/rssowl/core/internal/persist/Mark|> 
<|java+class:///org/rssowl/core/internal/persist/Category|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/Feed|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/Folder|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/Image|,|java+class:///org/rssowl/core/internal/persist/Persistable|> 
<|java+class:///org/rssowl/core/internal/persist/Label|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/Mark|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/News|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/NewsBin|,|java+class:///org/rssowl/core/internal/persist/Mark|> 
<|java+class:///org/rssowl/core/internal/persist/Person|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/Search|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/SearchCondition|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/SearchFilter|,|java+class:///org/rssowl/core/internal/persist/AbstractEntity|> 
<|java+class:///org/rssowl/core/internal/persist/SearchMark|,|java+class:///org/rssowl/core/internal/persist/Mark|> 
<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|> 
<|java+class:///org/rssowl/core/internal/persist/Source|,|java+class:///org/rssowl/core/internal/persist/Persistable|> 
