[
  <<|java+class:///com/incors/plaf/kunststoff/KunststoffInternalFrameTitlePane|,|java+class:///javax/swing/plaf/metal/MetalInternalFrameTitlePane|>,|project://jext-5.0/src/plugins/KLNF/com/incors/plaf/kunststoff/KunststoffInternalFrameTitlePane.java|(418,13,<16,4>,<16,17>)>,
  <<|java+class:///org/jext/options/LoadingOptions|,|java+class:///org/jext/gui/AbstractOptionPane|>,|project://jext-5.0/src/lib/org/jext/options/LoadingOptions.java|(1122,17,<38,4>,<38,21>)>,
  <<|java+class:///org/jext/misc/AutoSave|,|java+class:///java/lang/Thread|>,|project://jext-5.0/src/lib/org/jext/misc/AutoSave.java|(1090,40,<38,4>,<38,44>)>,
  <<|java+class:///UMLTree/CellRenderer|,|java+class:///javax/swing/tree/DefaultTreeCellRenderer|>,|project://jext-5.0/src/plugins/Java/UMLTree.java|(15698,8,<554,3>,<554,11>)>,
  <<|java+class:///org/jext/protocol/jextresource/PluginResURLConnection|,|java+class:///java/net/URLConnection|>,|project://jext-5.0/src/lib/org/jext/protocol/jextresource/PluginResURLConnection.java|(1125,11,<34,4>,<34,15>)>,
  <<|java+class:///org/jext/misc/TabSwitcher|,|java+class:///org/jext/MenuAction|>,|project://jext-5.0/src/lib/org/jext/misc/TabSwitcher.java|(1312,90,<44,4>,<45,43>)>,
  <<|java+class:///org/jext/dawn/array/LengthFunction|,|java+class:///org/jext/dawn/Function|>,|project://jext-5.0/src/lib/org/jext/dawn/array/LengthFunction.java|(1231,16,<39,4>,<39,20>)>,
  <<|java+class:///org/jext/textarea/CsWord|,|java+class:///org/jext/MenuAction|>,|project://jext-5.0/src/lib/org/jext/textarea/CsWord.java|(1458,87,<49,4>,<49,91>)>,
  <<|java+class:///org/jext/dawn/test/GreaterEqualsFunction|,|java+class:///org/jext/dawn/Function|>,|project://jext-5.0/src/lib/org/jext/dawn/test/GreaterEqualsFunction.java|(1141,12,<38,4>,<38,16>)>,
  <<|java+class:///org/jext/dawn/math/ArcTanFunction|,|java+class:///org/jext/dawn/Function|>,|project://jext-5.0/src/lib/org/jext/dawn/math/ArcTanFunction.java|(1086,14,<37,4>,<37,18>)>,
  <<|java+class:///org/jext/toolbar/FastSyntax|,|java+class:///javax/swing/JComboBox|>,|project://jext-5.0/src/lib/org/jext/toolbar/FastSyntax.java|(1335,17,<45,4>,<45,21>)>,
  <<|java+class:///org/jext/actions/RemoveWhitespace|,|java+class:///org/jext/MenuAction|>,|project://jext-5.0/src/lib/org/jext/actions/RemoveWhitespace.java|(1327,31,<45,4>,<45,35>)>,
  <<|java+class:///org/jext/misc/FindAccessory/FindTabs|,|java+class:///javax/swing/JTabbedPane|>,|project://jext-5.0/src/lib/org/jext/misc/FindAccessory.java|(17387,8,<629,6>,<629,14>)>,
  <<|java+class:///gnu/regexp/RETokenStart|,|java+class:///gnu/regexp/REToken|>,|project://jext-5.0/src/lib/gnu/regexp/RETokenStart.java|(981,16,<26,1>,<26,17>)>,
  <<|java+class:///com/incors/plaf/kunststoff/KunststoffPasswordFieldUI|,|java+class:///com/incors/plaf/kunststoff/KunststoffTextFieldUI|>,|project://jext-5.0/src/plugins/KLNF/com/incors/plaf/kunststoff/KunststoffPasswordFieldUI.java|(379,9,<15,4>,<15,13>)>,
  <<|java+class:///org/jext/dawn/util/FormattedDateFunction|,|java+class:///org/jext/dawn/Function|>,|project://jext-5.0/src/lib/org/jext/dawn/util/FormattedDateFunction.java|(1300,15,<43,4>,<43,19>)>,
